Release date,Product,Platform,Impact,Max Severity,Article,Article (Link),Download,Download (Link),Build Number,Details,Details (Link)
28-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,139.0.3405.125,CVE-2025-9478,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-9478
21-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,138.0.3351.144,CVE-2025-9132,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-9132
21-Aug-25,Windows Server 2012 R2 (Server Core installation),,Remote Code Execution,Important,5062597,https://support.microsoft.com/help/5062597,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,6.3.9600.22676,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2012 R2,,Remote Code Execution,Important,5062597,https://support.microsoft.com/help/5062597,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,6.3.9600.22676,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2016 (Server Core installation),,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2025,,Remote Code Execution,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2025 (Server Core installation),,Remote Code Execution,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2022,,Remote Code Execution,Important,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2019 (Server Core installation),,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231
21-Aug-25,Windows Server 2016 (Server Core installation),,Spoofing,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2016,,Spoofing,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 1607 for x64-based Systems,,Spoofing,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 1607 for 32-bit Systems,,Spoofing,Important,5058383,https://support.microsoft.com/help/5058383,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 for x64-based Systems,,Spoofing,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 for 32-bit Systems,,Spoofing,Important,5058387,https://support.microsoft.com/help/5058387,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058387,10.0.10240.21014,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2025,,Spoofing,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 11 Version 24H2 for x64-based Systems,,Spoofing,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 11 Version 24H2 for ARM64-based Systems,,Spoofing,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,"Windows Server 2022, 23H2 Edition (Server Core installation)",,Spoofing,Important,5058384,https://support.microsoft.com/help/5058384,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058384,10.0.25398.1611,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 11 Version 23H2 for x64-based Systems,,Spoofing,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22631.5335,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 11 Version 23H2 for ARM64-based Systems,,Spoofing,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22631.5335,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2025 (Server Core installation),,Spoofing,Important,5058411,https://support.microsoft.com/help/5058411,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058411,10.0.26100.4061,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 22H2 for 32-bit Systems,,Spoofing,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 22H2 for ARM64-based Systems,,Spoofing,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 22H2 for x64-based Systems,,Spoofing,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19045.5854,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 11 Version 22H2 for x64-based Systems,,Spoofing,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22621.5335,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 11 Version 22H2 for ARM64-based Systems,,Spoofing,Important,5058405,https://support.microsoft.com/help/5058405,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058405,10.0.22621.5335,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 21H2 for x64-based Systems,,Spoofing,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 21H2 for ARM64-based Systems,,Spoofing,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 21H2 for 32-bit Systems,,Spoofing,Important,5058379,https://support.microsoft.com/help/5058379,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058379,10.0.19044.5854,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2022 (Server Core installation),,Spoofing,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2022 (Server Core installation),,Spoofing,Important,5058500,https://support.microsoft.com/help/5058500,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058500,10.0.20348.3630,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2022,,Spoofing,Important,5058385,https://support.microsoft.com/help/5058385,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058385,10.0.20348.3692,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2022,,Spoofing,Important,5058500,https://support.microsoft.com/help/5058500,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058500,10.0.20348.3630,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2019 (Server Core installation),,Spoofing,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2019,,Spoofing,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 1809 for x64-based Systems,,Spoofing,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows 10 Version 1809 for 32-bit Systems,,Spoofing,Important,5058392,https://support.microsoft.com/help/5058392,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229
21-Aug-25,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5062597,https://support.microsoft.com/help/5062597,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,6.3.9600.22676,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2012 R2,,Elevation of Privilege,Important,5062597,https://support.microsoft.com/help/5062597,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,6.3.9600.22676,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5062592,https://support.microsoft.com/help/5062592,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,6.2.9200.25573,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2012,,Elevation of Privilege,Important,5062592,https://support.microsoft.com/help/5062592,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,6.2.9200.25573,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Elevation of Privilege,Important,5062632,https://support.microsoft.com/help/5062632,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,6.1.7601.27820,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),,Elevation of Privilege,Important,5062619,https://support.microsoft.com/help/5062619,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,6.1.7601.27820,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Elevation of Privilege,Important,5062632,https://support.microsoft.com/help/5062632,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,6.1.7601.27820,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 R2 for x64-based Systems Service Pack 1,,Elevation of Privilege,Important,5062619,https://support.microsoft.com/help/5062619,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,6.1.7601.27820,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for x64-based Systems Service Pack 2,,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5062624,https://support.microsoft.com/help/5062624,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2008 for 32-bit Systems Service Pack 2,,Elevation of Privilege,Important,5062618,https://support.microsoft.com/help/5062618,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,6.0.6003.23418,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 1607 for x64-based Systems,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 1607 for 32-bit Systems,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5062561,https://support.microsoft.com/help/5062561,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,10.0.10240.21073,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 for 32-bit Systems,,Elevation of Privilege,Important,5062561,https://support.microsoft.com/help/5062561,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062561,10.0.10240.21073,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2025,,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 11 Version 24H2 for x64-based Systems,,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 11 Version 24H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,"Windows Server 2022, 23H2 Edition (Server Core installation)",,Elevation of Privilege,Important,5062570,https://support.microsoft.com/help/5062570,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,10.0.25398.1732,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 11 Version 23H2 for x64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 11 Version 23H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22631.5624,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2025 (Server Core installation),,Elevation of Privilege,Important,5062553,https://support.microsoft.com/help/5062553,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,10.0.26100.4652,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 22H2 for 32-bit Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 22H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19045.6093,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 11 Version 22H2 for x64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 11 Version 22H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062552,https://support.microsoft.com/help/5062552,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,10.0.22621.5624,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 21H2 for ARM64-based Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 21H2 for 32-bit Systems,,Elevation of Privilege,Important,5062554,https://support.microsoft.com/help/5062554,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,10.0.19044.6093,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2022,,Elevation of Privilege,Important,5062572,https://support.microsoft.com/help/5062572,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,10.0.20348.3932,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2019 (Server Core installation),,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Windows 10 Version 1809 for 32-bit Systems,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230
21-Aug-25,Microsoft PC Manager,,Elevation of Privilege,Critical,,,,,,CVE-2025-53795,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53795
21-Aug-25,Microsoft Purview Data Governance,,Elevation of Privilege,Critical,,,,,,CVE-2025-53763,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53763
15-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,139.0.3405.102,CVE-2025-8882,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8882
15-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,139.0.3405.102,CVE-2025-8881,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8881
15-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,139.0.3405.102,CVE-2025-8880,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8880
15-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,139.0.3405.102,CVE-2025-8901,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8901
15-Aug-25,Microsoft Edge (Chromium-based),,,,Release Notes,https://docs.microsoft.com/en-us/DeployEdge/microsoft-edge-relnotes-security,Security Update,,139.0.3405.102,CVE-2025-8879,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-8879
